வாகன நிறுத்த இடம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=வாகன நிறுத்த இடம்
Stop recording in parking,recording,action=stop;location=parking
லாபி இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=லாபி
Start recording in lobby,recording,action=start;location=lobby
முகப்பு தோட்டம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=முகப்பு தோட்டம்
Start recording in parking,recording,action=start;location=parking
லாபி இடத்தில் பதிவு தொடங்கு,recording,action=start;location=லாபி
Start recording in lobby,recording,action=start;location=lobby
முன்னணி மாளிகை இடத்தில் பதிவு தொடங்கு,recording,action=start;location=முன்னணி மாளிகை
Start recording in garden,recording,action=start;location=garden
மெயின் ஹால் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=மெயின் ஹால்
Start recording in lobby,recording,action=start;location=lobby
முன்னணி மாளிகை இடத்தில் பதிவு தொடங்கு,recording,action=start;location=முன்னணி மாளிகை
Start recording in lobby,recording,action=start;location=lobby
முகப்பு தோட்டம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=முகப்பு தோட்டம்
Start recording in front building,recording,action=start;location=front building
லாபி இடத்தில் பதிவு தொடங்கு,recording,action=start;location=லாபி
text,intent,entities
Show playback on 2025-07-27 from 16:00 to 17:00,playback,start_time=16:00;end_time=17:00;date=2025-07-27
2025-07-27 16 மணி முதல் 17 மணி வரை பதிவு காண்பி,playback,start_time=16 மணி;end_time=16 மணி முதல் 17 மணி;date=2025-07-27
Show playback from 16:00 to 17:00 yesterday,playback,start_time=16:00;end_time=17:00;date=yesterday
நேற்று முன் நாள் 16 மணி முதல் 17 மணி வரை பதிவு காண்பி,playback,start_time=16 மணி;end_time=16 மணி முதல் 17 மணி;date=நேற்று முன் நாள்
Show playback on Sunday (this week) from 16:00 to 17:00,playback,start_time=16:00;end_time=17:00;date=Sunday this week
இந்த வாரம் ஞாயிற்றுக்கிழமை 16 மணி முதல் 17 மணி வரை பதிவு காண்பி,playback,start_time=16 மணி;end_time=16 மணி முதல் 17 மணி;date=ஞாயிற்றுக்கிழமை இந்த வாரம்
Show playback on 2025-07-29 from 11:00 to 13:00,playback,start_time=11:00;end_time=13:00;date=2025-07-29
2025-07-29 11 மணி முதல் 13 மணி வரை பதிவு காண்பி,playback,start_time=11 மணி;end_time=11 மணி முதல் 13 மணி;date=2025-07-29
Show playback from 11:00 to 13:00 last month,playback,start_time=11:00;end_time=13:00;date=last month
இன்று 11 மணி முதல் 13 மணி வரை பதிவு காண்பி,playback,start_time=11 மணி;end_time=11 மணி முதல் 13 மணி;date=இன்று
Show playback on Saturday (last week) from 11:00 to 13:00,playback,start_time=11:00;end_time=13:00;date=Saturday last week
கடந்த வாரம் சனிக்கிழமை 11 மணி முதல் 13 மணி வரை பதிவு காண்பி,playback,start_time=11 மணி;end_time=11 மணி முதல் 13 மணி;date=சனிக்கிழமை கடந்த வாரம்
Show playback on 2025-09-05 from 20:00 to 23:00,playback,start_time=20:00;end_time=23:00;date=2025-09-05
2025-09-05 20 மணி முதல் 23 மணி வரை பதிவு காண்பி,playback,start_time=20 மணி;end_time=20 மணி முதல் 23 மணி;date=2025-09-05
Show playback from 20:00 to 23:00 last month,playback,start_time=20:00;end_time=23:00;date=last month
இன்று 20 மணி முதல் 23 மணி வரை பதிவு காண்பி,playback,start_time=20 மணி;end_time=20 மணி முதல் 23 மணி;date=இன்று
Show playback on Monday (last week) from 20:00 to 23:00,playback,start_time=20:00;end_time=23:00;date=Monday last week
கடந்த வாரம் திங்கட்கிழமை 20 மணி முதல் 23 மணி வரை பதிவு காண்பி,playback,start_time=20 மணி;end_time=20 மணி முதல் 23 மணி;date=திங்கட்கிழமை கடந்த வாரம்
Show playback on 2025-09-09 from 0:00 to 1:00,playback,start_time=0:00;end_time=1:00;date=2025-09-09
2025-09-09 0 மணி முதல் 1 மணி வரை பதிவு காண்பி,playback,start_time=0 மணி;end_time=0 மணி முதல் 1 மணி;date=2025-09-09
Show playback from 0:00 to 1:00 yesterday,playback,start_time=0:00;end_time=1:00;date=yesterday
கடந்த வாரம் 0 மணி முதல் 1 மணி வரை பதிவு காண்பி,playback,start_time=0 மணி;end_time=0 மணி முதல் 1 மணி;date=கடந்த வாரம்
Show playback on Friday (this week) from 0:00 to 1:00,playback,start_time=0:00;end_time=1:00;date=Friday this week
இந்த வாரம் வெள்ளிக்கிழமை 0 மணி முதல் 1 மணி வரை பதிவு காண்பி,playback,start_time=0 மணி;end_time=0 மணி முதல் 1 மணி;date=வெள்ளிக்கிழமை இந்த வாரம்
